AT,V,AP,RH,PE
06.07,46.27,1009.31,93.29,478.44
18.22,66.34,1013.44,88.13,453.22
09.34,41.49,1020.58,97.59,471.04
27.07,67.33,1017.32,55.38,446.48
25.52,72.38,1007.29,87.34,433.42
33.37,79.05,1007.19,63.04,430.42
22.25,66.54,1005.04,89.15,437.19
28.34,64.17,1013.07,61.13,440.15
33.27,71.32,1004.36,55.09,433.15
10.24,41.12,1022.21,78.19,477.52
15.08,54.22,1016.27,68.48,463.09
22.36,72.25,1009.38,76.38,441.52
08.03,40.35,1012.37,98.17,482.17
08.39,36.03,1015.39,62.23,479.57
12.55,39.58,1011.08,76.09,472.31
24.37,66.01,1014.05,66.07,443.13
33.43,70.28,1007.26,45.24,435.59
13.04,41.04,1026.27,70.15,465.31
13.52,39.39,1013.31,84.03,475.22
11.46,39.31,1012.34,77.37,477.05
20.15,57.32,1011.16,79.29,444.03
07.19,39.37,1020.07,71.17,480.04
27.16,71.38,1008.04,90.51,438.23
30.07,72.38,1005.16,68.15,425.14
33.26,66.44,1011.38,45.39,429.32
10.02,53.15,1022.33,74.08,473.09
17.41,40.55,1004.31,77.27,461.47
26.53,66.01,1014.29,50.09,443.04
30.22,70.15,1010.09,65.02,442.06
30.56,69.14,1007.49,71,432.26
14.32,43.05,1021.14,88.44,461.45
20.34,38.52,1018.04,55.09,450.48
21.03,45.18,1008.39,37.22,460.12
31.33,65.18,1012.37,37.02,436.17
11.07,41.16,1019.58,87.49,464.12
17.34,50.59,1019.15,94.22,461.04
26.06,68.23,1009.26,66.37,432.28
15.39,42.28,1007.35,81.35,467.03
11.38,37.05,1011.12,97.51,472.34
28.41,74.16,1010.29,72.09,439.02
05.28,40.27,1013.06,74.51,491.29
06.58,41.07,1020.18,71.07,495.24
14.19,40,1016.02,70.17,461.16
27.16,71.32,1008.21,89.07,430.53
08.05,41.01,1024.31,97.17,476.29
16.03,41.16,1008.28,77.01,463.47
23.04,64.26,1020.23,60.18,446.22
26.14,65.38,1009.06,54.34,453.34
24.31,44.05,1006.16,73.03,443.09
23.43,69.23,1013.09,63.48,441.06
15.31,46.09,1019.59,98.01,462.13
31.28,75.08,1005.39,49.53,439.03
26.24,68.23,1009.26,59.55,433.32
24.57,50.22,1017.22,65.25,452.03
13.42,48.04,1012.03,99.32,461.36
25.31,65.59,1011.16,80.11,441.36
23.18,60.32,1011.28,89.18,441.27
20.19,59.26,1014.03,72.04,451.07
18.38,40.03,1005.42,82.12,467.09
23.11,75.23,1010.48,77.26,444
14.08,41.07,1019.19,84.07,464.46
25.27,66.15,1006.45,66.15,435.06
07.53,42.14,1022.45,91.25,487.25
25.37,69.01,1011,55.04,453.26
13.55,41.11,1019.13,75.44,467.21
09.06,40.11,1033.26,75.31,480.16
17.24,45.01,1016.14,76.14,457.25
23.05,69.07,1007.09,76.43,447.34
17.07,50.18,1005.19,100.09,451.24
19.39,69.01,1011.09,96.51,446.47
30.05,56.09,1007.02,42.36,437.55
20.22,63.09,1013.19,79.36,450.01
19.01,56.53,1020.18,76.38,455.52
17.47,43.56,1014.15,55.11,461.27
00.26,46.27,1008.11,49.13,447.07
26.31,64.17,1014.15,69.36,440.01
27.14,70.29,1014.36,52.22,436.02
10.34,40.46,1018.09,68.51,474.14
27.01,71.25,1000.46,88.35,431.38
21.01,51.19,1008.44,81.49,446.02
35.37,73.56,1006.57,45.09,435.15
22.51,69.03,1015.01,57.19,451.15
21.03,67.45,1015.01,68.59,447.11
29.05,75.06,1018.03,51.16,439.14
23.06,57.17,1010.24,74.27,446.05
06.02,44.05,1017.09,77.43,482.09
21.16,65.48,1017.39,73.19,446.37
22.29,59.02,1016.15,74.59,450.05
10.06,40.05,1016.18,89.06,481.14
26.09,59.07,1007.29,82.34,440.06
08.33,38.08,1019.34,74.18,482.29
07.32,41.22,1015.42,97.25,484.21
21.11,42.07,1012.44,53.26,460.33
12.25,41.15,1016.02,82.04,475.07
24.57,52.35,1005.08,70.07,448.15
17.04,49.32,1011.55,79.16,452.56
11.57,41.54,1020.13,69.14,477.29
29.23,75.06,1018.12,52.26,439.32
32.37,68.23,1008.32,57.39,427.16
26.17,59.26,1014.52,51.28,444.09
06.05,39.08,1017.46,66.13,483.05
09.04,42.06,1014.14,80.44,482.29
26.31,75.06,1018.23,63.05,443.02
25.02,60.32,1009.09,76.27,437.04
26.36,68.08,1011.26,67.07,436.24
25.05,59.27,1013.32,69.28,443.05
15.25,45.01,1013.12,85.53,460.19
19.06,45.03,1004.23,84.43,456.54
15.22,42.07,1013.18,67.17,470.33
26.07,71.37,1008.06,79.48,439.25
08.02,45.11,1020.56,70.36,486.07
17.34,50.04,1024.43,69.22,459.25
26.18,69.14,1006.54,86.35,436
22.31,48.07,1007.29,84.37,449.08
23.24,64.18,1017.01,63.08,447.35
22.48,50.05,1005.55,82.36,442.56
12.08,41.16,1022.43,86.19,463.12
26.17,66.54,1002.23,75.06,434.21
30.11,73.18,1012.35,63.06,427.04
07.41,39.16,1015.23,91.06,487.31
16.25,58.16,1018.34,78.59,458.31
14.28,45.24,1025.24,79.09,474.57
22.12,48.33,1005.05,84.47,443.41
23.06,63.09,1013.54,65.28,447.36
13.46,40.25,1013.16,73.34,472.05
27.16,49.02,1008.36,70.05,439.04
28.57,51.43,1012.02,48.19,450.04
10.31,38.18,1018.02,70.01,476.31
28.47,69.23,1013.18,41.13,434.12
08.35,41.17,1012.17,90.25,479.22
24.42,57.32,1011.46,56.32,444.34
26.04,50.05,1007.37,68.12,441.26
08.09,40.36,1023.09,89.18,478.05
11.54,45.51,1017.19,83.02,475.13
16.02,41.29,1007.01,79.21,466.15
19.14,45.09,1014.24,41.54,456.25
20.12,66.34,1010.33,76.24,447.46
18.25,48.14,1017.16,87.08,451.09
17.21,52.09,1020.31,77.31,461.28
21.39,67.07,1005.17,82.41,442.02
18.09,46.36,1019.55,87.04,463.21
20.58,49.15,1021.42,56.15,454.27
12.04,38.25,1013.08,82.45,472.13
29.07,72.04,1006.07,69.53,440.51
22.21,65.46,1014.37,52.16,445.06
09.48,40.08,1024.22,79.38,485.36
14.09,45.25,1017.29,80.27,471.18
32.18,70.15,1010.34,53.31,438.26
23.48,60.23,1012.31,79.48,437.44
28.22,76.09,1008.23,76.07,434.52
25.26,74.33,1015.19,79.56,433.49
14.12,43.39,1007.13,78.16,468.45
23.14,60.27,1018.51,80.54,442.59
18.14,51.28,1015.56,90.18,458.11
10.15,41.17,1019.38,82.03,481.11
08.35,44.19,1016.02,85.23,484.21
20.35,69.01,1011.17,87.09,451.29
22.06,46.01,1014.03,78.15,456.01
16.04,44.21,1020.17,83.28,462.42
09.32,37.06,1027.46,71.16,479.13
29.28,66.11,1014.16,48.05,445.49
07.52,40.01,1019.01,79.36,481.54
29.08,68.19,1011.31,56.36,443.18
07.55,43.25,1011.21,93.25,485.33
26.51,44.57,1007.56,52.23,445.32
26.52,64.34,1018.23,42.41,440.47
08.07,41.17,1019.04,86.43,484.54
25.35,63.21,1012.31,80.16,442.23
11.36,41.48,1012.08,76.16,465.37
12.29,41.04,1021.29,97.16,477.39
20.19,67.26,1013.37,64.07,455.24
20.04,49.32,1011.14,69.32,448.29
10.32,39.28,1016.56,94.13,479.28
12.01,41.48,1018.15,67.07,469.08
23.08,62.26,1013.44,85.04,441.44
20.21,66.54,1014.28,80.09,449.07
24.01,71.29,1008.36,67.56,442.08
14.47,39.58,1011.31,70.25,467.34
32.25,77.54,1010.46,54.57,431.26
09.51,41.21,1016.09,82.52,475.29
13.03,41.48,1010.01,88.09,461.09
31.31,76.02,1008.53,58.08,435.34
08.38,39.22,1015.03,75.14,479.22
23.03,57.17,1010.23,77.43,433.54
06.11,41.17,1022.49,87.09,487.48
13.09,44.07,1012.22,92.31,474.45
23.12,62.04,1010.28,81.19,445.22
00.07,72.24,1011.22,90.45,436.34
18.19,44.36,1012.27,80.08,464.58
25.58,47.01,1014.05,63.53,454.39
07.19,40,1019.01,82.23,481.23
19.05,63.36,1020.48,83.04,454.26
25.32,64.17,1014.55,75.09,441.05
15.09,39.52,1017.05,72.43,469.08
23.44,72.24,1011.28,88.03,438.34
08.26,45.11,1021.25,69.22,485.19
17.22,37.11,1014.17,68.32,465.32
27.46,68.08,1013.06,46.49,434.12
11.52,40.03,1017.56,88.27,472.31
27.55,63.13,1013.32,71.29,441.15
06.05,38.05,1014.32,90.01,487.18
13.35,39.58,1012.41,83.45,466.25
21.05,60.27,1019.05,76.56,444.05
22.46,48.41,1009.06,81.25,442.57
22.05,63.31,1012.39,77.35,444.37
18.28,41.01,1002,66.09,460.03
14.56,54.22,1016.37,64.46,464.04
26,70.47,1010.01,75.06,435.05
13.14,41.06,1016.47,95.16,467.35
24.17,59.44,1013.06,78.53,447.13
26.11,73.17,1009.08,65.18,435.34
09.38,45.17,1020.41,85.26,473.09
19.17,49.21,1012.02,59.09,455.26
10,40.06,1017.23,79.31,480.37
10.01,44.03,1008.11,90.29,471.59
10.35,40.27,1005.09,92.42,477.08
13.35,40.01,1015.31,86.01,471.07
22.16,48.33,1005.34,86.28,445.17
25.06,52.36,1014.07,68.38,454.13
08.39,53.12,1026.06,87.16,473.45
23.56,72.25,1010.07,75.18,439.48
23.58,59.22,1010.08,81.38,445.01
21.11,46.01,1014.04,82.39,457.04
13.04,42.18,1010.02,64.57,467.08
10.36,41.46,1017.53,92.04,478.27
14.07,42.32,1015.41,79.04,464.56
29.35,71.58,1010.07,61.08,434.45
07.01,36.24,1013.57,91.08,483.12
14.32,40.25,1013.04,68.03,473.47
27.18,63.06,1010.29,53.23,442.16
11.41,41.54,1020.34,66.49,478.29
27.01,69.13,1002.05,52.37,430.17
20.32,68.11,1007.42,64.11,446.22
21.37,45.03,1008.04,74.09,453.26
25.34,49.05,1013.25,50.08,457.12
06.22,40.25,1012.05,87.28,444.13
12.27,36.43,1023.42,79.05,474.17
12.32,41.02,1017.39,81.24,476
28.15,71.25,1000.51,81.04,431.28
28.01,65.34,1015.08,47.26,441.17
16.51,42.19,1007.01,74.03,458.14
13.51,39.31,1012.18,75.19,466.46
18.34,66.34,1013.27,85.42,451.29
10.04,42.02,1013.36,95.17,464.27
20.03,56.53,1020.27,76.49,454.12
18.06,57.25,1012.34,80.24,450.26
20.19,51.19,1009.17,95.12,448.36
11.18,40.01,1018.56,68,469.15
11.31,40.01,1014.07,91.45,478.34
19.32,47.33,1010.29,78.38,454.06
14.01,42.18,1015.05,78.25,463.03
25.09,60.32,1010.12,80.58,436.33
00.01,44.17,1012.21,56.08,444.55
27,61.36,1012.36,59.37,450.15
16.27,45,1022.32,40,471.25
30.02,74.34,1004.17,75.17,432.17
14.18,39.03,1020.01,67.48,464.32
11.23,44.07,1012.57,72.01,475.41
33.35,75.08,1005.32,47.07,436.03
24.33,47.33,1014.23,44.59,447.54
09.55,38.08,1019.34,68.38,479.23
27.58,65.27,1013.51,50.43,441.03
25.56,59.22,1010.44,70.23,441
06.14,37.08,1021.37,74.47,491.21
08.22,42.22,1033.17,72.03,478.26
23.18,59.04,1011.44,79.28,443.12
27.31,70.02,1011.15,59.48,445.31
16.14,54.03,1018.33,66.08,461.13
21.09,51.18,1009.11,92.35,447.58
24.18,66.48,1003.03,71.39,433.37
02.08,40.04,1011.01,83.36,483.06
25.26,66.01,1014.43,58.35,447.34
10.11,53.15,1022.19,76.08,470.35
17.44,45.01,1014.05,75.13,456.08
25.37,59.14,1017.27,78.07,437.19
09.45,42.32,1029.32,91.09,468.19
10.39,40.09,1003.31,89.06,473
26.02,75.07,1017.09,84.38,430.22
23.25,47.43,1008.13,66.36,448.15
13.05,44.03,1007.13,85.23,466.01
15.14,42.33,1021.35,61.26,470.08
28.51,70.02,1010.58,55.08,442.06
22.55,71.19,1006.19,92.56,436.43
24.35,66.49,1012.48,62.12,439.15
13.04,42.19,1016.38,93.05,461.46
24.02,64.33,1011.15,84.23,443.18
07.52,42.06,1015.02,78.41,483.28
21.54,58.12,1015.33,79.07,454.32
23.43,60.32,1015.34,69.34,447.28
23.24,64.16,1010.01,79.16,441.35
25.07,69.14,1006.25,88.51,440.03
07.17,41.18,1025.26,96.58,478.24
32.34,70.38,1013.32,56.17,432.03
21.23,49.02,1009.45,92.32,445.31
08.37,40.39,1010.36,93.26,482.31
14.15,44.47,1030.03,71.14,467.14
31.22,70.36,1006.47,59.19,439.16
25.16,57.17,1010.26,75.07,442.03
22.01,65.48,1019.03,67.36,447
18.07,53.12,1025.24,58.12,458.06
20.16,59.19,1017.37,89.09,450.16
28.45,69.23,1013.07,39.46,437.36
13.58,50.23,1008.09,86.08,466.22
21.23,67.32,1012.16,73.11,443.17
06.25,41.55,1002.35,99.41,484.47
17.39,41.29,1011.54,64.51,465.35
11.08,38.32,1009.59,65.05,474.03
15.05,35.04,1016.16,60.26,470.01
26.02,71.14,1008.32,73.35,431.07
33.14,68.31,1010.23,41.29,442.06
16.18,41.16,1008.43,80.25,465.25
12.41,39.28,1017.08,87.02,474.26
25.36,60.07,1015.06,66.11,440.13
20.56,60.08,1018.19,78.08,452.08
25.32,64.26,1019.19,59.24,441.33
32.28,67.32,1014.04,35.01,437.04
24.51,52.26,1015.04,67.57,447.14
08.48,40.05,1016.29,90.25,483.05
28.16,72.37,1008.53,87.37,434.04
12.08,41.39,1019.45,78.03,477.08
23.56,73.18,1012.18,88.38,438.32
12.17,41.06,1021.45,77.03,476.28
21.37,66.34,1011.13,75.09,445.14
14.02,43.34,1016.06,85.08,466.38
17.53,44.09,1020.05,71.01,458.01
15.29,36.11,1015.01,55.11,469.37
15.21,43.07,1015.01,61.12,469.05
29.39,68.24,1009.15,66.57,428.28
30.49,70.32,1011.34,66.33,435.16
21.59,66.54,1005.28,90.54,442.11
24.46,61.09,1014.28,87.16,441.34
22.03,50.16,1005.07,85.24,448.32
21.46,47.03,1013.37,71.29,452.01
05.07,40.35,1012.18,91.57,488.08
27.11,70.04,1010.16,71.25,432.36
10.35,42.22,1033.09,69.44,477.52
19.08,46,1002.02,97.17,447.08
18.41,66.34,1010.23,85.11,453.06
19.02,49.25,1020.15,58.29,453.49
26.25,61.02,1011.47,71.22,436.44
18.07,63.31,1017.05,73.21,456.05
26.17,70.47,1010.25,69.36,434.56
00.23,49.21,1013.33,47.19,446.23
21.11,59.39,1014.27,85.29,446.02
13.09,43.26,1031.22,72.29,474.16
27.04,73.56,1005.38,93.31,433.33
21.05,45.38,1014.28,64.28,460.18
12.01,41.17,1019.57,59.22,477.21
06.13,39.48,1005.17,53.05,484.12
13.12,40.06,1013.45,86.16,471.23
17.29,45.03,1019.06,42.38,461.06
31.08,69.05,1001.17,50.22,426.05
19.16,43.43,1012.36,72.59,451
00.02,74.07,1007,90.08,438.33
08.27,41.17,1020.33,78.17,486.02
26.18,59.15,1014.01,67.08,442.11
29.29,72.58,1007.39,73.25,429.13
29.58,76.02,1008.37,61.13,434.31
24.29,63.57,1010.29,87.03,443.28
25.25,58.46,1015.54,71.16,444.05
32.14,72.58,1007.26,59.58,425.12
07.39,40.25,1012.03,84.01,488.24
28.05,80.14,1007.15,87.09,433.08
30.38,67.22,1014.22,53.09,445.03
23.34,61.05,1008.25,73.45,445.31
26.25,70.36,1005.59,78.23,433.06
21.09,75.33,1015.11,82.33,443.51
27.28,48.33,1003.46,59.22,438
00.26,59.21,1013.02,73.06,441.22
13.33,41.04,1021.32,91.47,474.07
00.06,60.37,1007.31,87.13,438.59
16.08,44.09,1009.14,80.18,456.42
22.12,57.19,1007.56,76.05,442.51
25.22,57.19,1008.22,71.46,440.31
11.09,40.43,1025.47,75.37,491.36
08.04,41.21,1027.07,95.24,483.38
28.18,60.07,1015.06,54.14,439.43
06.49,39.08,1018.34,65.21,486.35
11.37,40.06,1015,87.59,479.09
25.27,64.31,1010.22,75.48,440.39
14.07,43.34,1016.19,86,464.17
18.09,48.23,1005.31,78.19,456.34
04.49,38.44,1015.47,77.36,486.18
06.34,39.09,1008.24,86.33,486.26
22.34,64.15,1021.02,62.15,453.03
21.35,59.04,1012.28,96.11,446.23
08.34,36.17,1017.04,63.22,480.38
23.06,60.08,1017.51,63.02,452.37
30.13,67.25,1018.04,38.19,439.06
10.51,39.04,1024.35,85.35,479.15
08.07,36.24,1013.34,89.05,479.09
29.06,70.22,1010.49,62.06,438.47
24.26,56.57,1014.26,70.35,442.09
21.01,60.01,1011.24,80.57,450.46
14.02,39.02,1018.23,77.57,465.29
09.17,42.49,1010.07,87.18,469.01
27.38,69.04,1004.57,74.12,434.47
13.38,40.04,1014.35,74.39,473.54
32.38,74.31,1004.05,62.09,430.17
19.02,59.11,1009.08,85.02,448.17
27.37,64.13,1010.19,65.25,437.24
19.17,59.06,1010.34,87.25,454.54
22.35,59.43,1010.29,75.07,443.24
27.13,78.35,1012.31,78.35,435.16
16.02,71.14,1020.15,70.42,456.35
19.26,46.48,1007.28,78.47,452
21.07,64.44,1015.35,73.33,448.51
20.25,45.18,1008.33,40.16,462.44
11.42,41.38,1022.38,60.19,479.23
06.37,41.03,1022.23,80.36,490.47
14.54,43.39,1009.27,91.28,469.33
24.43,58.05,1012.28,71.39,446.08
16.32,38.04,1015.33,84.13,464.14
27.51,71.29,1009.43,77.32,430.42
00.04,61.35,1015.32,65.31,448.26
9,41.54,1019.23,80.01,484.08
29.38,73.42,1011.25,72.09,432.02
18.31,50.09,1012.27,87.23,455.05
16.22,44.02,1019.36,67.13,460.02
15.28,42.06,1009.04,67.15,468.55
27.49,64.18,1015.43,47.45,446.06
11.14,41.46,1017.16,84.59,480.34
18.21,62.26,1012.37,87.28,456.28
17.02,40.55,1001.08,73.07,462.55
09.06,36.25,1028.22,87.36,480.06
20.59,42.04,1010.18,63.17,463.08
23.26,59.36,1014.03,55.36,452.22
23.31,69.03,1015.13,51.57,448.02
17.11,43.39,1008.12,75.35,465.09
05.37,39.31,1019.39,90.26,490.36
32.35,70.08,1008.38,66.26,433.19
14.29,36.11,1016.04,65.49,468.54
27.32,51.43,1012.29,59.33,437.35
23,60.37,1005.34,84.13,437.06
26.35,59.27,1010.09,70.42,444.19
15.24,39.31,1014.18,69.27,468.23
22.05,71.34,1008.04,82.39,442.04
32.24,78.35,1014.09,55.35,433.28
19.35,39.39,1014.31,61.53,465.28
24.26,68.09,1008.48,67.14,437.04
22.35,68.08,1013.31,69.36,444.33
16.07,65.46,1014.28,87.11,450.54
30.21,80.14,1007.22,54.03,431.23
14.06,45,1022.37,79.04,473.12
10.16,39.16,1014.19,85.04,482.38
16.09,39.03,1019.03,60.57,464.17
05.29,41.38,1021.02,84.23,492.12
27.12,66.01,1014.41,52.01,442.48
13.08,41.04,1021.59,78.57,467.04
29.24,64.33,1011.49,65.08,440.12
19.09,43.14,1012.34,46.15,463.03
05.06,41.04,1021.49,93.07,484.13
26.23,71.12,1010.13,73.44,445.28
27.15,73.09,1007.57,74.42,433.09
23.47,66.01,1014.57,70.23,447.16
20.18,45.11,1015.07,29.43,465.49
13.07,41.23,1010,85.24,471.19
08.52,38.05,1013.16,64.06,483.36
10.39,41.36,1023.51,85.13,479
30.02,56.09,1007.29,43.09,436.17
00.33,64.05,1013.09,86.02,441.06
21.11,43.43,1010.01,63.02,448.23
16.59,42.19,1007.07,73.09,455.42
30.52,70.04,1003.09,64.33,438.29
16.14,44.11,1024.07,78.38,463.06
21.25,44.05,1006.09,82.27,448.43
12.25,44.58,1016.47,81.15,475.24
06.49,44.05,1020.41,73.18,485.34
14.01,49.32,1011.06,84.39,461.34
25.02,59.06,1011.43,57.01,449.08
16,43.34,1014.29,78.39,462.33
29.07,66.25,1008.36,76.36,435.13
29.18,68.24,1010.04,68.04,428.52
26.08,68.31,1011.04,61.48,448.25
17.16,44.07,1011.27,70.55,462.44
09.44,40.22,1013.26,91.55,483.18
11.44,34.03,1018.57,74.06,476.06
13.45,43.14,1015.05,74.33,474.01
16.46,61.27,1020.02,74.54,457.04
13.31,41.13,1018.06,94.06,465.01
18.58,64.45,1010.08,67.57,444.28
13.01,40.03,1018.19,84.48,471.15
13.45,41.16,1022.04,83.36,460.57
10.01,43.07,1016.13,92.37,479.24
17.32,42.07,1013.23,68.07,463.14
21.49,61.27,1020.21,63.21,450.07
23.56,49.16,1003.31,67.38,445.36
11.02,38.28,1013.51,96.06,472.11
34.02,77.17,1009.38,64.11,431.03
04.56,40.27,1011.13,80.24,494.27
15.27,42.16,1022.26,78.21,465.24
11.17,45.18,1013.27,84.16,471.06
21.45,60.08,1018.32,72.07,451.49
13.24,54.03,1017.05,82.39,468.21
23.04,59.06,1012.08,61.37,450.19
12.12,40.55,1021.14,86.22,474.07
27.14,60.27,1012.05,63.28,448.28
12.51,50.23,1009.01,94.27,453.24
10.28,40.06,1018.21,76.05,480.05
25,68.14,1005.35,57.13,438.07
25.51,73.56,1006.59,97.03,437.07
11.22,42.33,1023.13,69.35,481.11
21.07,49.02,1009.14,82.08,446.46
20.23,64.34,1020.21,75.05,448.03
12.34,41.02,1016.28,53.06,466.47
10.04,45.01,1018.58,93.48,471.19
14.01,42.34,1018.18,89.24,466.17
25.55,59.35,1017.12,52.24,442.03
13.02,42.18,1010.49,65.36,468.58
26.28,66.48,1004.24,63.16,434.04
15.15,41.16,1009.58,87.36,468.14
08.22,41.12,1022.17,88.13,481.52
11.07,25.36,1009.05,92.11,471.28
06.37,41.21,1026.38,91,489.18
00.38,50.32,1008.41,68.15,443.45
24.08,60.27,1019.19,61.19,441
00.29,50.16,1005.28,74.34,445.39
28.28,71.19,1005.06,72.05,430.02
07.19,39.04,1011.45,91.05,483.04
24.02,61.35,1015.22,59.42,448.43
34.22,72.29,1009.07,47.35,432.13
15.09,54.03,1018.01,73.04,463.03
25.22,75.27,1010.28,73.54,434.46
12.59,40.03,1019.16,85.04,472.03
19.05,44.06,1017.02,74.16,454.28
05.51,35.57,1026.03,79.37,489.36
33.07,68.27,1007.16,50.41,427.04
26.05,57.25,1013.18,59.09,438.59
14.45,39.58,1012.41,79,468.02
30.48,70.04,1011.13,53.07,430.25
20.08,57.05,1021.15,67.25,457.29
21.34,48.06,1014.49,63.23,458.13
23.03,65.12,1016.29,69.08,448.24
24.02,59.07,1009.25,88.25,442.33
24.54,48.06,1013.02,55.18,444.07
32.27,72.25,1008.06,59.28,430.12
08.01,41.26,1009.05,97.32,481.08
14.26,41.58,1021.09,71.14,461.56
24.35,59.21,1018.21,54.46,444.35
29.12,67.32,1014.21,48.08,435.02
18.03,59.26,1016.39,89.03,450.33
10.59,41.54,1020.34,72.52,479.14
28.09,70.38,1008.52,61.33,433.47
15.21,51.28,1014.24,100.11,460.56
17.32,50.09,1013.27,83.37,461.26
26.16,64.16,1010.03,69.17,437.24
14.18,38.47,1015.02,57.08,466.41
18.06,60.08,1017.22,87.36,457.02
30.12,73.18,1012.29,61.32,429.31
18.09,44.34,1019.31,61.12,464.13
23.14,59.35,1017.52,66.25,442.27
14.38,39.18,1010.01,89.12,468.37
24.41,69.48,1008.34,76.13,435.38
14.38,45.18,1010.08,66.58,460.06
23.15,71.34,1008.03,82.35,440.31
27.34,66.01,1014.31,50.13,443.09
18.08,48.23,1006.26,77.17,453.09
24.45,65.12,1016.32,57.19,445.01
00.17,69.13,1011.05,89.41,434.08
25.02,68.31,1010.45,75.18,448.58
19.25,67.32,1013.31,82.37,446.07
22.34,57.25,1011.01,78.12,443.03
26.01,59.26,1013.09,54.09,445.17
19.37,43.43,1013.12,76.09,453.02
23.46,51.19,1009.06,73.22,445.22
21.04,75.27,1009.09,88.25,443.44
04.23,38.44,1016.46,77.04,489
24.42,63.31,1013.04,71.08,438.39
23.01,59.43,1007.36,86.36,441.04
25.38,59.38,1010.34,78.56,441.33
33.36,73.03,1013.56,54.03,439.33
22.01,71.29,1008.02,75.38,442.35
32.27,72.25,1008.28,56.01,427.56
12.36,53.15,1026.04,69.11,465.14
13.11,41.44,1015.55,74.45,472.01
13.18,53.12,1025.07,76.36,468.36
08.03,41.07,1020.13,71.27,492.26
15.49,39,1016.01,71.31,462.28
30.02,68.24,1009.08,66.13,429.05
15.13,40.35,1011.15,65.02,470.03
05.18,43.25,1013.07,95.12,479.09
30.03,72.38,1004.04,55.06,426.52
10.03,40.27,1010.36,81.03,477.38
13.24,40.25,1013.04,60.39,477.22
23.33,63.13,1011.06,77.09,448.02
14.55,43.14,1027.29,67.04,458.17
26.42,59.27,1012.09,65.38,444.34
19.28,44.09,1017.17,47.28,465.03
24.47,71.34,1008.07,81.55,436.29
15.21,42.03,1017.43,72.54,470.41
12.08,42.18,1016.27,83.09,468.09
10.12,40.06,1018.31,76.07,480.05
18.14,44.02,1019.27,58.59,454.37
30.05,71.25,1001.07,74.37,431.28
22.19,63.36,1019.54,68.36,453.03
30.19,63.06,1008.05,48.51,440.27
27.13,69.45,1013.09,51.16,434.47
25.02,70.47,1010.55,73.11,436.28
29.05,68.27,1007.36,53.18,433.13
32.26,69.59,1009.01,60.14,436.12
27.56,63.09,1013.23,46.37,442.43
12.29,41.11,1020.11,83.09,470.15
09.24,42.49,1010.28,89.09,481.58
31.02,65.09,1006.23,52.06,436.24
04.39,40.04,1011.53,83.58,492.06
23.38,59.22,1012.27,78.27,446.54
27.46,66.54,1002.39,67.09,432.21
29.22,60.23,1010.13,61.05,436.32
22.22,49.38,1016.27,53.18,447.01
06.08,39.37,1020.24,73.29,487.33
04.49,40.27,1012.01,76.05,494.24
22.53,75.27,1010.31,93.21,445.09
00.03,60.37,1005,82.06,441.14
10.06,40.01,1021.27,74.01,477.32
11.09,42.44,1014.18,93.21,478.37
08.04,38.18,1018.05,78.51,484.45
34.35,68.14,1002.33,49.38,427.25
32.38,69.05,1001.16,46.25,429.31
09.42,41.04,1030.39,88.41,477.01
26.32,60.32,1016.05,52.51,448.37
18.05,52.08,1006.23,100.09,451.23
13.12,48.04,1012.33,100.07,463.46
34.33,69.05,1001.29,37.09,430.56
29.29,70.02,1010.13,47.33,439.24
16.04,44.09,1009.22,82.31,456.11
21.44,63.36,1020.27,80.25,450.57
11.45,41.17,1018.38,85.04,476
15.02,45.24,1023.41,85.17,464.51
29.29,57.19,1008.03,60.11,436.09
10.16,40.08,1028.13,86.39,477.49
25.45,69.59,1008.51,83.17,446.01
32.38,73.42,1011.06,60.06,432.02
26.33,66.56,1005.37,76.35,433.25
32.51,71.22,1006.02,47.06,434.16
11.38,53.15,1026.19,73.11,469.09
10.39,40.22,1010.17,83.27,478.58
13.06,41.02,1016.32,85.05,467.42
30.11,62.04,1011.09,48.36,444.42
33.24,74.34,1002.58,45.05,435.05
25.59,62.39,1006.37,74.06,436.24
24.33,60.32,1015.49,60.35,445.36
29.32,61.02,1011.19,56.13,437.16
16.02,58.59,1014.31,97.06,457.03
07.49,36.08,1020.27,86.09,483.26
18.33,44.34,1019.55,52.09,468.08
21.38,44.05,1006.09,82.06,446.11
24.13,73.18,1013.02,91.52,436.22
09.53,40.23,1018.14,89.05,484
09.23,42.32,1031.08,79.37,483.38
26.37,54.05,1014.48,66.31,452.18
15.04,41.35,1004.29,99.01,468.36
25.13,52.35,1005.42,62.05,447.07
22.26,69.04,1010.48,84.33,445.13
31.07,70.32,1012.14,66.31,436.16
31.14,79.05,1006.18,73.19,431.09
13.08,43.14,1019.39,100.14,467.06
26.18,70.24,1005.13,73.29,432.09
14.22,41.23,1009.02,81.32,470.15
11.35,40.22,1010.04,79.36,477.23
31.02,67.15,1018.08,54.08,433.06
27.36,74.08,1014.21,85.17,429.48
23.25,64.18,1016.01,72.01,449.22
8,34.03,1019.38,79.07,487.17
13.06,41.02,1016.28,89.12,466.49
23.04,75.39,1005.44,93.26,438.05
31.41,74.16,1011.01,57.05,435.28
29.51,75.06,1018.32,51.01,431.18
22.36,59.19,1012.01,89.14,447.31
26.45,75.06,1017.42,74.05,437.29
